22:25:03.259 [main] INFO  o.a.c.h.Http11NioProtocol - [log,180] - Initializing ProtocolHandler ["http-nio-9001"]
22:25:03.269 [main] INFO  o.a.c.c.StandardService - [log,180] - Starting service [Tomcat]
22:25:03.269 [main] INFO  o.a.c.c.StandardEngine - [log,180] - Starting Servlet Engine: Apache Tomcat/8.5.34
22:25:03.275 [localhost-startStop-1] INFO  o.a.c.c.AprLifecycleListener - [log,180] - The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [/Users/mesay/Library/Java/Extensions:/Library/Java/Extensions:/Network/Library/Java/Extensions:/System/Library/Java/Extensions:/usr/lib/java:.]
22:25:03.350 [localhost-startStop-1] INFO  o.a.c.c.C.[.[.[/] - [log,180] - Initializing Spring embedded WebApplicationContext
22:25:03.545 [main] INFO  c.a.d.s.b.a.DruidDataSourceAutoConfigure - [dataSource,56] - Init DruidDataSource
22:25:03.803 [main] INFO  c.a.d.p.DruidDataSource - [init,930] - {dataSource-1} inited
22:25:05.140 [main] INFO  o.a.c.h.Http11NioProtocol - [log,180] - Starting ProtocolHandler ["http-nio-9001"]
22:25:05.154 [main] INFO  o.a.t.u.n.NioSelectorPool - [log,180] - Using a shared selector for servlet write/read
22:25:05.174 [main] INFO  i.s.u.BackendUserApplication - [logStarted,59] - Started BackendUserApplication in 4.415 seconds (JVM running for 5.554)
22:25:08.564 [http-nio-9001-exec-2] INFO  o.a.c.c.C.[.[.[/] - [log,180] - Initializing Spring FrameworkServlet 'dispatcherServlet'
